date_id,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id
1,54.23044783682247,15.07338318076087,-6.562472338295012,8.09545500119052,87.03236989235674,998.0538108047193,486.64376621723363,8.652178699474756,1,1,1
2,30.869029342712505,5.216604598085754,3.3466017131906387,9.335632169045995,50.216442194680006,996.3424151562344,437.6596488707194,9.891872373314119,1,1,2
3,17.669961425786177,8.531567068621273,-0.7218166053192894,4.586739102555457,91.58448854771709,984.4259465491721,1160.7908834353082,18.202571878887927,2,2,3
4,14.603113577190069,23.864145322551323,-3.4415957433012805,4.616143398287658,64.50805595494012,998.2528640641373,1116.8515860129212,6.503722348299894,2,2,2
5,12.83421429752393,19.054271335612707,-5.092592700459681,5.948387664699415,34.125733091436786,1045.368337732341,467.5126189723494,11.883285526188157,1,1,2
6,14.905279279448177,33.41924470914136,-4.817882820788122,6.433132106804757,81.61998155613853,1010.9648728633557,1067.241672921631,17.93525207224373,1,2,1
7,12.994268545301907,21.282479884085582,9.154147976428304,2.617420870551492,69.87464921903255,980.7274309289068,875.5200426089548,17.34428789318595,2,2,4
8,14.10927186095542,2.7300984310655285,1.741466231907981,4.092836991410121,45.10706141753493,1008.5180631199696,794.0686137084476,7.909671236770404,2,1,2
9,44.87901799000612,8.104368743826385,-6.095991778222947,8.443817417364887,76.44263626394732,1042.9593526459132,768.8635221879057,12.702210445432243,1,1,4
10,,,,,34.1747973587768,1002.5679103298609,541.1459695170686,9.379602954997557,3,1,3
11,28.48272160448007,28.77834550274953,0.8732866889401878,7.51767661176193,77.22013181126425,1012.1610426173005,988.0983140990406,14.727027754626308,1,2,4
12,21.432565672621973,18.539346822467955,0.03344515405079829,2.6217842832802436,81.65057678724699,1011.1410975737715,465.38096144901886,7.453832095897674,2,1,1
13,25.586343168751146,25.76420878127073,-5.4952004580310865,3.870604106225127,96.70509207980405,1005.4616588116494,455.3001880912689,9.27513370960864,2,1,1
14,,,,,68.04144509694737,1048.6588666908167,607.0340400768519,10.688043748806269,3,1,3
15,18.585816670079083,12.782462236285152,10.716663292744979,8.047151613136919,65.80417536263835,1013.5896882277486,878.5567105566067,19.560513242635558,1,2,3
16,,,,,37.70772021432979,1012.5028209448466,989.7486892493347,13.096081913155988,3,2,3
17,11.061248159336662,2.7873093250300323,-2.060368444132021,2.8326325792106,99.11604928377939,995.6460016305788,516.4679984080102,16.56758453044467,2,1,2
18,42.10283438700153,9.839270293575826,6.305978715875966,9.324977127470637,38.73323084929762,996.8698602745286,1159.2551471405075,8.002917431009497,1,2,2
19,21.5032306764101,3.8581278198721862,1.5884261875684853,7.2046436659461,90.04594244897683,1031.3156086293232,124.51960529557087,4.917660531384875,1,1,1
20,,,,,61.74690316197088,1014.3421680195796,80.64424637410532,2.8762676046365,3,1,4
21,,,,,37.65323779608958,998.6148496109981,713.1543758816115,12.339285596236266,3,1,1
22,48.80263036810953,24.031878845359902,8.145807100109671,6.755551649297496,69.06340820315812,1001.4724052909014,205.40656938201255,1.8970947175369512,1,1,3
23,54.93004399982116,4.556348637472201,2.436725975510228,1.4250793920377283,67.59277037998366,994.4680705721142,490.7893155158853,16.589318312269928,2,1,3
24,4.102760416199853,0.040974704224821634,-0.6864199294743893,2.3337043510055264,85.53476991467875,1020.424773751393,1072.2091225540853,11.01373461483638,3,2,4
25,35.74965734269502,7.91792639857991,4.367900855259732,9.217538583842389,64.97104939523015,986.1252827195752,673.9121919669253,12.164230352018503,1,1,2
26,17.08127655187751,23.183855124682434,9.813712573328624,7.789218626979755,31.91777505744574,1019.661663839429,700.8063372270392,12.296046501842895,1,1,3
27,35.850870631636695,25.368422053069818,8.942459685925419,6.638038938137639,75.14447544365655,1039.7321853888852,763.014481185677,9.881170491637496,1,1,3
28,12.909874052673874,34.66732263162134,3.1266836451668514,7.063858365236685,77.13124641072461,1048.263800722404,978.1183097995275,1.3786536320411047,1,2,4
29,,,,,86.3338524334711,1048.9618111120528,246.41826693925898,1.3978009962279137,4,1,1
30,,,,,41.702204913054146,991.0330290499364,1088.6240728311682,18.658960710047197,3,2,4
31,49.846231776435616,23.39508428771685,8.246966348911345,3.559548479106252,43.23311055039387,1008.5096699678331,472.05910543710365,7.426927584219132,2,1,4
32,20.054282892113342,31.297118359416082,15.98542544667288,2.2003746985212445,88.01291343768278,1038.2733202985848,378.63480886215,14.825648737572925,2,1,1
33,33.74583786707376,14.783654613340646,1.983224966713772,5.345172677355737,46.09444860502512,988.8302439255234,813.6047341635759,4.867478348642054,1,2,1
34,24.316674916324306,19.891995380779214,4.470856460344661,4.108848018132793,82.4227768959246,990.7314737871004,967.7096841324458,18.201232553325262,2,2,2
35,15.161047328206553,29.586619061970012,5.278635016860989,3.7796799953065645,84.97865557460969,1018.534458446194,850.9012080928695,18.578346133839393,2,2,3
36,,,,,79.17924900004148,983.6670011649827,52.12434818125384,16.48995395465828,3,3,3
37,28.496361828182913,21.946775420143656,-5.0191536338841924,5.214405903748464,65.55583148060504,1024.3988344339728,1196.3197850382417,19.947337922892586,1,2,3
38,6.2943481745182615,26.7858222911191,4.135023990503637,3.8720667932280675,85.1915502327706,999.6005782858454,340.2772404358612,18.624351103083157,3,1,1
39,47.0360051028254,33.50185369610708,1.8954392941484528,6.824596289501676,51.472316585356666,1021.0659941463263,998.5822388650141,4.276063284226595,1,2,1
40,55.21830432297599,21.020924389414397,14.705471136679341,8.064817390122707,70.15672537869571,1014.8207842167982,1131.7322858869486,11.016107727741238,1,2,3
41,44.08789842822753,4.553774404673147,-1.3063158880946233,1.395035263635081,46.6196078021839,1040.28436766321,1020.4256559639117,0.06384769449989669,2,2,2
42,17.81207472729924,12.512425458977528,-6.777202875354501,5.91079877941144,61.73350690854157,996.3785078956918,1041.100345648965,6.36178293290242,1,2,2
43,10.701858804174112,-0.6948071089891596,-2.2527312753070206,0.4305717540685485,84.89954153390687,994.254001757935,274.1520151685167,15.342250414028179,2,1,2
44,47.21231055458135,5.685339578484911,-1.7725201537007704,7.21440974160144,92.88350972007197,1001.9801754143309,29.26177307783466,6.120617866170745,1,1,2
45,46.97570885554123,35.104543914077794,-5.337957475252032,1.8641347120764715,87.19021222177878,1048.9605148151077,103.22255544450596,15.992117678226132,2,1,1
46,,,,,71.22079753023309,1021.3320930087511,991.732043448126,9.501742103801806,3,2,2
47,18.577394842524054,21.9701354333462,11.08695865989244,8.44189112255901,61.32831937718943,1007.4570357810114,578.9336383913543,10.94323963163972,1,1,2
48,40.84703833351695,18.26816185430361,-4.465445710632588,9.180691514544536,91.48592320422425,1026.9560095681459,416.94286527353927,18.19410447322541,1,1,4
49,,,,,44.3602646620558,1012.6897482898771,246.297095315738,15.542330286636865,3,1,1
50,23.064734277472777,12.647626491188518,10.755563182031288,2.2424086420855396,72.64714671016444,987.1548711331891,877.4967130946932,19.07229045136454,2,2,1
51,16.848030833975987,0.7835335469187128,-3.2993489461461025,7.08274024470989,85.56975724587524,1026.6575754888468,1112.269884355774,6.467461079783869,1,2,1
52,21.361688471333128,14.311546149654223,9.499574925944609,0.6965073593600807,37.9006657496718,1026.9141685115242,1061.596295623614,17.008545966425217,2,2,1
53,32.564192780272016,17.434741190264177,5.155127231939803,0.6499300288473727,34.85173231882545,986.1302756549769,888.0752196931078,5.015990363554863,2,2,2
54,1.1488619039351524,19.81653018353357,11.076065886322786,2.861104061357577,52.32688161499216,1019.2784341469771,707.8092054931612,17.47337421558923,3,1,4
55,31.060812557099116,27.180282369022915,-6.9894442769395,5.157704051053092,71.73935496173007,1001.2061516892991,191.01192700786055,14.844300503216921,1,1,1
56,18.158589810853186,11.45691991367467,-4.923651506889213,0.5502156486625847,58.2235390620487,990.5464637820642,1152.0742041580936,16.945602216992665,2,2,4
57,31.081960506015,0.1964943584368637,-1.5551516058914796,3.73541316140671,47.60302783457027,994.932532399719,485.92081430983734,8.692082906962042,2,1,4
58,25.130298524896585,21.40769294556897,3.340392657403344,9.249308413235415,55.604713362330195,1008.6165842785721,397.0039393436121,11.695463700806366,1,1,4
59,19.622834338888307,16.604312054110828,15.73795593447109,3.483758017092139,70.04946464630862,1033.3967547907375,996.8015618104065,14.883073169176287,2,2,4
60,,,,,74.57024882349954,988.0812222008299,804.2129347622945,10.23020369088072,3,2,3
61,51.391067618438534,3.6627169773651143,1.269417687939208,0.4730428639306627,87.09971365949491,991.7398914621324,897.4251359684043,3.263177803839059,2,2,4
62,1.9083664363994177,21.786815926373176,5.918616679868613,4.666286408867982,54.13730573939588,994.8105802883183,397.68564673235375,3.1159855180897655,3,1,3
63,51.47464204289459,27.180791162382587,17.10625073342824,2.725246729984459,70.01016590663528,1035.5484546813686,206.38773053231367,16.85996903179391,2,1,4
64,0.03297866737809071,6.706493172536067,1.9914927860850957,5.574275757420768,34.52437528849299,990.4421408125515,160.47364926590583,3.5695801160354623,3,1,3
65,,,,,95.7788392115826,1039.2685675424934,25.604921805907477,1.664756625707482,4,1,3
