date,date_id
1956-01-01,3701
1956-01-02,13250
1956-01-03,24041
1956-01-04,13163
1956-01-05,19966
1956-01-06,3662
1956-01-07,20429
1956-01-08,10455
1956-01-09,15459
1956-01-10,3420
1956-01-11,13136
1956-01-12,22239
1956-01-13,1968
1956-01-14,24707
1956-01-15,16239
1956-01-16,22629
1956-01-17,3730
1956-01-18,16143
1956-01-19,18788
1956-01-20,10306
1956-01-21,13712
1956-01-22,18687
1956-01-24,13938
1956-01-25,20857
1956-01-26,22745
1956-01-27,8334
1956-01-28,11706
1956-01-29,1433
1956-01-31,22770
1956-02-01,7080
1956-02-02,20976
1956-02-03,24545
1956-02-04,20969
1956-02-05,19215
1956-02-06,766
1956-02-07,14858
1956-02-08,23042
1956-02-09,24929
1956-02-10,11684
1956-02-11,5140
1956-02-12,9510
1956-02-13,3118
1956-02-14,5347
1956-02-15,22533
1956-02-16,14098
1956-02-17,15580
1956-02-18,10421
1956-02-19,15696
1956-02-20,609
1956-02-21,3071
1956-02-22,5819
1956-02-23,19310
1956-02-24,12332
1956-02-25,11588
1956-02-26,21455
1956-02-27,21358
1956-02-28,17021
1956-02-29,4843
1956-03-01,16516
1956-03-02,2557
1956-03-03,13540
1956-03-04,21635
1956-03-05,4834
1956-03-06,19733
1956-03-07,23592
1956-03-08,21381
1956-03-09,4732
1956-03-10,23282
1956-03-11,12057
1956-03-12,21972
1956-03-13,5793
1956-03-14,22796
1956-03-15,22274
1956-03-16,14792
1956-03-17,15362
1956-03-18,13357
1956-03-19,130
1956-03-20,15168
1956-03-21,17465
1956-03-22,22005
1956-03-23,8396
1956-03-24,19919
1956-03-25,12786
1956-03-26,521
1956-03-27,23329
1956-03-28,22460
1956-03-29,7780
1956-03-30,23689
1956-03-31,8641
1956-04-01,3885
1956-04-02,3774
1956-04-03,24839
1956-04-04,24878
1956-04-05,3148
1956-04-06,6343
1956-04-07,10450
1956-04-08,2528
1956-04-09,9520
1956-04-10,2207
1956-04-11,16297
1956-04-12,5135
1956-04-13,13708
1956-04-14,14335
1956-04-15,4697
1956-04-16,16985
1956-04-17,1864
1956-04-18,11437
1956-04-19,2456
1956-04-20,719
1956-04-21,1781
1956-04-22,10073
1956-04-23,24332
1956-04-24,13547
1956-04-25,19454
1956-04-26,21378
1956-04-27,17216
1956-04-28,11355
1956-04-29,15536
1956-04-30,11375
1956-05-01,18552
1956-05-02,23542
1956-05-03,11557
1956-05-04,22312
1956-05-05,11473
1956-05-06,20464
1956-05-07,18170
1956-05-08,732
1956-05-09,2706
1956-05-11,4102
1956-05-12,10273
1956-05-13,17264
1956-05-14,3820
1956-05-15,13952
1956-05-16,11731
1956-05-17,142
1956-05-18,22561
1956-05-19,7633
1956-05-20,3714
1956-05-21,4822
1956-05-22,18120
1956-05-23,19407
1956-05-24,2347
1956-05-25,18486
1956-05-26,17809
1956-05-27,6651
1956-05-28,8948
1956-05-29,11222
1956-05-30,7960
1956-05-31,399
1956-06-01,19398
1956-06-02,6531
1956-06-03,16864
1956-06-04,9874
1956-06-05,5568
1956-06-06,18760
1956-06-07,820
1956-06-08,23933
1956-06-09,706
1956-06-10,7969
1956-06-11,143
1956-06-12,24964
1956-06-13,24909
1956-06-14,3889
1956-06-15,2075
1956-06-16,7835
1956-06-17,3999
1956-06-18,18576
1956-06-19,14401
1956-06-20,7114
1956-06-21,14850
1956-06-22,21267
1956-06-23,495
1956-06-24,2088
1956-06-25,2175
1956-06-26,7943
1956-06-27,24250
1956-06-28,18312
1956-06-29,11149
1956-06-30,3517
1956-07-01,22692
1956-07-02,9643
1956-07-03,21374
1956-07-04,17257
1956-07-05,19656
1956-07-06,8316
1956-07-07,6890
1956-07-08,10269
1956-07-09,18468
1956-07-10,9803
1956-07-11,15817
1956-07-12,22634
1956-07-13,11309
1956-07-14,12220
1956-07-15,1397
1956-07-16,24713
1956-07-17,21780
1956-07-18,5946
1956-07-19,8270
1956-07-20,2165
1956-07-21,4537
1956-07-22,943
1956-07-23,24646
1956-07-24,2232
1956-07-25,12888
1956-07-26,7648
1956-07-27,14517
1956-07-28,21717
1956-07-29,24555
1956-07-30,17219
1956-07-31,4534
1956-08-01,14862
1956-08-02,14255
1956-08-03,19869
1956-08-04,2485
1956-08-05,1706
1956-08-06,14459
1956-08-07,21194
1956-08-08,3862
1956-08-09,1052
1956-08-10,22416
1956-08-11,23728
1956-08-12,19618
1956-08-13,5030
1956-08-14,10318
1956-08-15,20765
1956-08-16,525
1956-08-17,23490
1956-08-18,23553
1956-08-19,16249
1956-08-20,4063
1956-08-21,3924
1956-08-22,452
1956-08-23,2967
1956-08-24,6334
1956-08-25,1538
1956-08-26,15092
1956-08-27,15332
1956-08-28,12069
1956-08-29,11894
1956-08-30,4452
1956-08-31,13196
1956-09-01,9206
1956-09-02,17533
1956-09-03,9667
1956-09-04,8654
1956-09-05,19287
1956-09-06,23980
1956-09-07,18993
1956-09-08,23126
1956-09-09,20306
1956-09-10,5191
1956-09-11,8142
1956-09-12,19802
1956-09-13,24392
1956-09-14,24150
1956-09-15,22737
1956-09-16,13418
1956-09-17,18332
1956-09-18,14831
1956-09-19,15318
1956-09-20,20621
1956-09-21,4071
1956-09-22,8395
1956-09-23,17609
1956-09-24,22857
1956-09-25,22143
1956-09-26,19918
1956-09-27,13736
1956-09-28,18994
1956-09-29,4353
1956-09-30,15339
1956-10-01,11268
1956-10-02,3656
1956-10-03,9550
1956-10-04,6205
1956-10-05,7856
1956-10-06,20126
1956-10-07,4700
1956-10-08,12410
1956-10-09,20694
1956-10-10,5892
1956-10-11,2640
1956-10-12,21435
1956-10-13,1011
1956-10-14,3930
1956-10-15,13673
1956-10-16,10741
1956-10-17,14217
1956-10-18,4874
1956-10-19,13186
1956-10-20,8180
1956-10-21,9400
1956-10-22,6448
1956-10-23,11963
1956-10-24,12507
1956-10-25,21846
1956-10-26,24326
1956-10-27,15731
1956-10-28,3818
1956-10-29,10724
1956-10-30,4586
1956-10-31,15949
1956-11-01,5755
1956-11-02,11225
1956-11-03,4229
1956-11-04,17776
1956-11-05,22337
1956-11-06,1165
1956-11-07,4240
1956-11-08,10924
1956-11-09,8252
1956-11-10,9268
1956-11-11,1944
1956-11-12,24785
1956-11-13,17207
1956-11-14,7137
1956-11-15,10480
1956-11-16,9854
1956-11-17,16754
1956-11-18,5185
1956-11-19,3575
1956-11-20,11357
1956-11-21,23931
1956-11-22,10695
1956-11-23,15345
1956-11-24,24855
1956-11-25,13327
1956-11-26,22555
1956-11-27,11540
1956-11-28,14235
1956-11-29,10176
1956-11-30,15483
1956-12-01,4401
1956-12-02,11096
1956-12-03,17825
1956-12-04,15533
1956-12-05,15119
1956-12-06,13318
1956-12-07,14404
1956-12-08,24605
1956-12-09,4542
1956-12-10,21575
1956-12-11,15680
1956-12-12,4220
1956-12-13,827
1956-12-14,1411
1956-12-15,22362
1956-12-16,21204
1956-12-17,22895
1956-12-18,15656
1956-12-19,15321
1956-12-20,17379
1956-12-21,20663
1956-12-22,17601
1956-12-23,4747
1956-12-24,4809
1956-12-25,1996
1956-12-26,13518
1956-12-27,15171
1956-12-28,1528
1956-12-29,6689
1956-12-30,23762
1956-12-31,8162
1957-01-01,3069
1957-01-02,21583
1957-01-03,17062
1957-01-04,905
1957-01-05,11554
1957-01-06,15488
1957-01-07,7753
1957-01-08,11783
1957-01-09,19563
1957-01-10,12047
1957-01-11,14893
1957-01-12,13000
1957-01-13,21788
1957-01-14,5209
1957-01-15,24324
1957-01-16,6061
1957-01-17,8547
1957-01-18,21354
1957-01-19,5694
1957-01-20,467
1957-01-21,8567
1957-01-22,6442
1957-01-23,14319
1957-01-24,18771
1957-01-25,9886
1957-01-26,9778
1957-01-27,12341
1957-01-28,13275
1957-01-29,13067
1957-01-30,26
1957-01-31,4424
1957-02-01,10686
1957-02-02,23401
1957-02-03,11487
1957-02-04,15220
1957-02-05,18339
1957-02-06,5714
1957-02-07,10390
1957-02-08,9347
1957-02-09,17258
1957-02-10,9419
1957-02-11,9163
1957-02-12,18559
1957-02-13,12564
1957-02-14,3313
1957-02-15,16741
1957-02-16,10569
1957-02-17,22911
1957-02-18,24206
1957-02-19,9858
1957-02-20,8310
1957-02-21,23294
1957-02-22,12124
1957-02-23,14525
1957-02-24,24353
1957-02-25,5610
1957-02-26,20391
1957-02-27,19916
1957-02-28,3131
1957-03-01,10291
1957-03-02,19739
1957-03-03,22798
1957-03-04,1047
1957-03-05,1990
1957-03-06,19582
1957-03-07,9521
1957-03-09,15581
1957-03-10,21644
1957-03-11,12101
1957-03-12,20055
1957-03-13,7667
1957-03-14,14024
1957-03-15,19390
1957-03-16,18649
1957-03-17,15822
1957-03-18,1349
1957-03-19,9885
1957-03-20,23602
1957-03-21,12964
1957-03-22,6498
1957-03-23,6174
1957-03-24,23982
1957-03-25,3511
1957-03-26,18187
1957-03-27,17807
1957-03-28,24922
1957-03-29,12618
1957-03-30,440
1957-03-31,7820
1957-04-01,11647
1957-04-02,8499
1957-04-03,21735
1957-04-04,2338
1957-04-05,23679
1957-04-06,18988
1957-04-07,10313
1957-04-08,9443
1957-04-09,9178
1957-04-10,4232
1957-04-11,16315
1957-04-12,6211
1957-04-13,23551
1957-04-14,23075
1957-04-15,24628
1957-04-16,15201
1957-04-17,5277
1957-04-18,3038
1957-04-19,14385
1957-04-20,24511
1957-04-21,18391
1957-04-22,7618
1957-04-23,12997
1957-04-24,13439
1957-04-25,21776
1957-04-26,11047
1957-04-27,15158
1957-04-28,24347
1957-04-29,6757
1957-04-30,1201
1957-05-01,23102
1957-05-02,22677
1957-05-03,657
1957-05-04,18207
1957-05-05,4377
1957-05-06,16800
1957-05-07,22365
1957-05-08,16614
1957-05-09,5171
1957-05-10,23611
1957-05-11,17413
1957-05-12,16870
1957-05-13,574
1957-05-14,22998
1957-05-15,18895
1957-05-16,21076
1957-05-17,5782
1957-05-18,21926
1957-05-19,10323
1957-05-20,9711
1957-05-21,12691
1957-05-22,3507
1957-05-23,16711
1957-05-24,7963
1957-05-25,19910
1957-05-26,5965
1957-05-27,10571
1957-05-28,24876
1957-05-29,9948
1957-05-30,284
1957-05-31,15429
1957-06-01,18497
1957-06-02,21276
1957-06-03,16691
1957-06-04,8301
1957-06-05,1808
1957-06-06,9942
1957-06-07,19025
1957-06-08,7128
1957-06-09,21540
1957-06-10,213
1957-06-11,21930
1957-06-12,6065
1957-06-13,7503
1957-06-14,6584
1957-06-15,11492
1957-06-16,12750
1957-06-17,3895
1957-06-18,20501
1957-06-19,4713
1957-06-20,4626
1957-06-21,16443
1957-06-22,8206
1957-06-23,1700
1957-06-24,17747
1957-06-25,15616
1957-06-26,3290
1957-06-27,8637
1957-06-28,8357
1957-06-29,1903
1957-06-30,14778
1957-07-01,18702
1957-07-02,1945
1957-07-03,4239
1957-07-04,608
1957-07-05,23485
1957-07-06,7329
1957-07-07,8995
1957-07-08,6110
1957-07-09,8221
1957-07-10,13505
1957-07-11,14486
1957-07-12,3169
1957-07-13,5327
1957-07-14,6079
1957-07-15,8414
1957-07-16,826
1957-07-17,7356
1957-07-18,22388
1957-07-19,12435
1957-07-20,10712
1957-07-21,10881
1957-07-22,11369
1957-07-23,23806
1957-07-24,16892
1957-07-25,3788
1957-07-26,1035
1957-07-27,21400
1957-07-28,6687
1957-07-29,19259
1957-07-30,1627
1957-07-31,11446
1957-08-01,13948
1957-08-02,15008
1957-08-03,22698
1957-08-04,20557
1957-08-05,5330
1957-08-06,6257
1957-08-07,19281
1957-08-08,12747
1957-08-09,22987
1957-08-10,660
1957-08-11,8201
1957-08-12,19613
1957-08-13,58
1957-08-15,6795
1957-08-16,9187
1957-08-17,2268
1957-08-18,4590
1957-08-19,1385
1957-08-20,436
1957-08-21,21611
1957-08-22,24472
1957-08-23,16147
1957-08-24,7249
1957-08-25,21265
1957-08-26,14469
1957-08-27,874
1957-08-28,3944
1957-08-29,22087
1957-08-30,9278
1957-08-31,11572
1957-09-01,13753
1957-09-02,17531
1957-09-03,18526
1957-09-04,3203
1957-09-05,19939
1957-09-06,22707
1957-09-08,11743
1957-09-09,20456
1957-09-10,12497
1957-09-11,7965
1957-09-12,8386
1957-09-13,3297
1957-09-14,20174
1957-09-15,11459
1957-09-16,14284
1957-09-17,12054
1957-09-18,15642
1957-09-19,3616
1957-09-20,15351
1957-09-21,1226
1957-09-22,24647
1957-09-23,19647
1957-09-24,15329
1957-09-25,19352
1957-09-26,3673
1957-09-27,13432
1957-09-28,10967
1957-09-29,16972
1957-09-30,3855
1957-10-01,10957
1957-10-02,9407
1957-10-03,6029
1957-10-04,18168
1957-10-05,22153
1957-10-06,18228
1957-10-07,12012
1957-10-08,6374
1957-10-09,12319
1957-10-10,20920
1957-10-11,6960
1957-10-12,8985
1957-10-13,4109
1957-10-14,24941
1957-10-15,10117
1957-10-16,15039
1957-10-17,549
1957-10-18,14165
1957-10-19,3379
1957-10-20,8344
1957-10-21,18005
1957-10-22,22359
1957-10-23,21634
1957-10-24,4008
1957-10-25,8231
1957-10-26,19605
1957-10-27,16814
1957-10-28,17048
1957-10-29,23244
1957-10-30,21092
1957-10-31,22993
1957-11-01,1065
1957-11-02,7409
1957-11-03,13910
1957-11-04,22854
1957-11-05,24408
1957-11-06,2509
1957-11-07,2955
1957-11-08,12724
1957-11-09,24122
1957-11-10,16669
1957-11-11,8800
1957-11-12,21079
1957-11-13,20983
1957-11-14,8296
1957-11-15,10841
1957-11-16,16813
1957-11-17,6973
1957-11-18,19330
1957-11-19,6991
1957-11-21,16310
1957-11-22,1026
1957-11-23,8360
1957-11-24,10799
1957-11-25,6431
1957-11-26,15006
1957-11-27,14847
1957-11-28,22865
1957-11-29,13520
1957-11-30,6800
1957-12-01,5852
1957-12-02,13554
1957-12-03,18104
1957-12-04,5747
1957-12-05,9589
1957-12-06,19861
1957-12-07,20112
1957-12-08,10233
1957-12-09,945
1957-12-10,24734
1957-12-11,2843
1957-12-12,23848
1957-12-13,7954
